company_id,year,sales,net_profit,net_profit_margin_pct,net_profit_margin_calculated,net_profit_margin_match,source_available,validation_status
EICHERMOT,Dec 2014,8738,702,8.03,8.03,True,True,Match
EICHERMOT,Mar 2016,6173,1338,21.68,21.68,True,True,Match
EICHERMOT,Mar 2017,7033,1667,23.7,23.7,True,True,Match
EICHERMOT,Mar 2018,8965,1960,21.86,21.86,True,True,Match
EICHERMOT,Mar 2019,9797,2203,22.49,22.49,True,True,Match
EICHERMOT,Mar 2020,9154,1827,19.96,19.96,True,True,Match
EICHERMOT,Mar 2021,8720,1347,15.45,15.45,True,True,Match
EICHERMOT,Mar 2022,10298,1677,16.28,16.28,True,True,Match
EICHERMOT,Mar 2023,14442,2914,20.18,20.18,True,True,Match
EICHERMOT,Mar 2024,16536,4001,24.2,24.2,True,True,Match
EICHERMOT,TTM,17091,4268,,24.97,False,False,Source unavailable
GAIL,Mar 2013,50974,4367,8.57,8.57,True,True,Match
GAIL,Mar 2014,61765,4786,7.75,7.75,True,True,Match
GAIL,Mar 2015,60557,3160,5.220000000000001,5.22,True,True,Match
GAIL,Mar 2016,52053,1874,3.6,3.6,True,True,Match
GAIL,Mar 2017,48552,3374,6.950000000000001,6.95,True,True,Match
GAIL,Mar 2018,54496,4805,8.82,8.82,True,True,Match
GAIL,Mar 2019,76190,6553,8.6,8.6,True,True,Match
GAIL,Mar 2020,72518,9515,13.12,13.12,True,True,Match
GAIL,Mar 2021,57372,6143,10.71,10.71,True,True,Match
GAIL,Mar 2022,92770,12304,13.26,13.26,True,True,Match
GAIL,Mar 2023,145668,5596,3.84,3.84,True,True,Match
GAIL,Mar 2024,133228,9903,7.430000000000001,7.43,True,True,Match
GAIL,TTM,136081,11541,,8.48,False,False,Source unavailable
GODREJCP,Mar 2013,6412,845,13.18,13.18,True,True,Match
GODREJCP,Mar 2014,7599,819,10.78,10.78,True,True,Match
GODREJCP,Mar 2015,8273,976,11.8,11.8,True,True,Match
GODREJCP,Mar 2016,8424,831,9.86,9.86,True,True,Match
GODREJCP,Mar 2017,9268,1308,14.11,14.11,True,True,Match
GODREJCP,Mar 2018,9847,1634,16.59,16.59,True,True,Match
GODREJCP,Mar 2019,10314,2342,22.71,22.71,True,True,Match
GODREJCP,Mar 2020,9911,1497,15.1,15.1,True,True,Match
GODREJCP,Mar 2021,11029,1721,15.6,15.6,True,True,Match
GODREJCP,Mar 2022,12276,1783,14.52,14.52,True,True,Match
GODREJCP,Mar 2023,13316,1702,12.78,12.78,True,True,Match
GODREJCP,Mar 2024,14096,-561,-3.98,-3.98,True,True,Match
GODREJCP,TTM,14152,-453,,-3.2,False,False,Source unavailable
GRASIM,Mar 2013,27909,3778,13.54,13.54,True,True,Match
GRASIM,Mar 2014,28331,2954,10.43,10.43,True,True,Match
GRASIM,Mar 2015,31734,2582,8.14,8.14,True,True,Match
GRASIM,Mar 2016,34487,3455,10.02,10.02,True,True,Match
GRASIM,Mar 2017,36068,4246,11.77,11.77,True,True,Match
GRASIM,Mar 2018,55894,3688,6.600000000000001,6.6,True,True,Match
GRASIM,Mar 2019,77200,2745,3.56,3.56,True,True,Match
GRASIM,Mar 2020,68252,6639,9.73,9.73,True,True,Match
GRASIM,Mar 2021,76404,6987,9.139999999999999,9.14,True,True,Match
GRASIM,Mar 2022,95701,11206,11.71,11.71,True,True,Match
GRASIM,Mar 2023,117627,11078,9.42,9.42,True,True,Match
GRASIM,Mar 2024,130978,9926,7.580000000000001,7.58,True,True,Match
GRASIM,TTM,137116,8693,,6.34,False,False,Source unavailable
HAL,Mar 2013,14328,2997,,20.92,False,False,Source unavailable
HAL,Mar 2014,15135,2693,,17.79,False,False,Source unavailable
HAL,Mar 2015,15730,2388,,15.18,False,False,Source unavailable
HAL,Mar 2016,16758,1998,,11.92,False,False,Source unavailable
HAL,Mar 2017,17950,2616,14.57,14.57,True,True,Match
HAL,Mar 2018,18519,1987,10.73,10.73,True,True,Match
HAL,Mar 2019,20008,2346,11.73,11.73,True,True,Match
HAL,Mar 2020,21445,2842,13.25,13.25,True,True,Match
HAL,Mar 2021,22882,3239,14.16,14.16,True,True,Match
HAL,Mar 2022,24620,5086,20.66,20.66,True,True,Match
HAL,Mar 2023,26928,5811,21.58,21.58,True,True,Match
HAL,Mar 2024,30381,7595,25.0,25.0,True,True,Match
HAL,TTM,31154,8472,,27.19,False,False,Source unavailable
HAVELLS,Mar 2013,7135,581,8.14,8.14,True,True,Match
HAVELLS,Mar 2014,8051,446,5.54,5.54,True,True,Match
HAVELLS,Mar 2015,8468,385,4.55,4.55,True,True,Match
HAVELLS,Mar 2016,7594,1300,17.12,17.12,True,True,Match
HAVELLS,Mar 2017,6130,494,8.06,8.06,True,True,Match
HAVELLS,Mar 2018,8116,661,8.14,8.14,True,True,Match
HAVELLS,Mar 2019,10073,788,7.82,7.82,True,True,Match
HAVELLS,Mar 2020,9440,735,7.79,7.79,True,True,Match
HAVELLS,Mar 2021,10457,1044,9.98,9.98,True,True,Match
HAVELLS,Mar 2022,13938,1196,8.58,8.58,True,True,Match
HAVELLS,Mar 2023,16911,1072,6.34,6.34,True,True,Match
HAVELLS,Mar 2024,18590,1271,6.84,6.84,True,True,Match
HAVELLS,TTM,20677,1400,,6.77,False,False,Source unavailable
HCLTECH,Jun 2013,25581,4040,15.79,15.79,True,True,Match
HCLTECH,Jun 2014,32144,6528,20.31,20.31,True,True,Match
HCLTECH,Jun 2015,36701,7342,20.0,20.0,True,True,Match
HCLTECH,Mar 2016 9m,31136,5602,,17.99,False,False,Source unavailable
HCLTECH,Mar 2017,47568,8606,18.09,18.09,True,True,Match
HCLTECH,Mar 2018,50569,8722,17.25,17.25,True,True,Match
HCLTECH,Mar 2019,60427,10120,16.75,16.75,True,True,Match
HCLTECH,Mar 2020,70676,11057,15.64,15.64,True,True,Match
HCLTECH,Mar 2021,75379,11169,14.82,14.82,True,True,Match
HCLTECH,Mar 2022,85651,13523,15.79,15.79,True,True,Match
HCLTECH,Mar 2023,101456,14845,14.63,14.63,True,True,Match
HCLTECH,Mar 2024,109913,15710,14.29,14.29,True,True,Match
HCLTECH,TTM,115308,17085,,14.82,False,False,Source unavailable
HDFCBANK,Mar 2013,35861,6903,19.25,19.25,True,True,Match
HDFCBANK,Mar 2014,42555,8768,20.6,20.6,True,True,Match
HDFCBANK,Mar 2015,50666,10703,21.12,21.12,True,True,Match
HDFCBANK,Mar 2016,63162,12821,20.3,20.3,True,True,Match
HDFCBANK,Mar 2017,73271,15317,20.9,20.9,True,True,Match
HDFCBANK,Mar 2018,85288,18561,21.76,21.76,True,True,Match
HDFCBANK,Mar 2019,105161,22446,21.34,21.34,True,True,Match
HDFCBANK,Mar 2020,122189,27296,22.34,22.34,True,True,Match
HDFCBANK,Mar 2021,128552,31857,24.78,24.78,True,True,Match
HDFCBANK,Mar 2022,135936,38151,28.07,28.07,True,True,Match
HDFCBANK,Mar 2023,170754,46149,27.03,27.03,True,True,Match
HDFCBANK,Mar 2024,283649,65446,23.07,23.07,True,True,Match
HDFCBANK,TTM,329022,72168,,21.93,False,False,Source unavailable
HDFCLIFE,Mar 2013,14060,447,3.18,3.18,True,True,Match
HDFCLIFE,Mar 2014,17166,725,4.22,4.22,True,True,Match
HDFCLIFE,Mar 2015,27215,786,2.89,2.89,True,True,Match
HDFCLIFE,Mar 2016,18141,817,4.5,4.5,True,True,Match
HDFCLIFE,Mar 2017,30647,887,2.89,2.89,True,True,Match
HDFCLIFE,Mar 2018,32260,1107,3.43,3.43,True,True,Match
HDFCLIFE,Mar 2019,38855,1278,3.29,3.29,True,True,Match
HDFCLIFE,Mar 2020,29380,1297,4.41,4.41,True,True,Match
HDFCLIFE,Mar 2021,71528,1361,1.9,1.9,True,True,Match
HDFCLIFE,Mar 2022,67126,1327,1.98,1.98,True,True,Match
HDFCLIFE,Mar 2023,70207,1368,1.95,1.95,True,True,Match
HDFCLIFE,Mar 2024,101482,1574,1.55,1.55,True,True,Match
HDFCLIFE,TTM,100772,1747,,1.73,False,False,Source unavailable
HEROMOTOCO,Mar 2014,25275,2102,8.32,8.32,True,True,Match
HEROMOTOCO,Mar 2015,27538,2364,8.58,8.58,True,True,Match
HEROMOTOCO,Mar 2016,28457,3112,10.94,10.94,True,True,Match
HEROMOTOCO,Mar 2017,28610,3546,12.39,12.39,True,True,Match
HEROMOTOCO,Mar 2018,32458,3722,11.47,11.47,True,True,Match
HEROMOTOCO,Mar 2019,33971,3466,10.2,10.2,True,True,Match
HEROMOTOCO,Mar 2020,29254,3659,12.51,12.51,True,True,Match
HEROMOTOCO,Mar 2021,30959,2936,9.48,9.48,True,True,Match
HEROMOTOCO,Mar 2022,29551,2329,7.88,7.88,True,True,Match
HEROMOTOCO,Mar 2023,34158,2800,8.200000000000001,8.2,True,True,Match
HEROMOTOCO,Mar 2024,37789,3742,9.9,9.9,True,True,Match
HEROMOTOCO,TTM,40098,4133,,10.31,False,False,Source unavailable
HINDALCO,Mar 2013,80193,3007,3.75,3.75,True,True,Match
HINDALCO,Mar 2014,87695,2195,2.5,2.5,True,True,Match
HINDALCO,Mar 2015,104281,259,0.25,0.25,True,True,Match
HINDALCO,Mar 2016,98759,-702,-0.7100000000000001,-0.71,True,True,Match
HINDALCO,Mar 2017,100184,1882,1.88,1.88,True,True,Match
HINDALCO,Mar 2018,115183,6083,5.28,5.28,True,True,Match
HINDALCO,Mar 2019,130542,5495,4.21,4.21,True,True,Match
HINDALCO,Mar 2020,118144,3767,3.19,3.19,True,True,Match
HINDALCO,Mar 2021,132008,3483,2.64,2.64,True,True,Match
HINDALCO,Mar 2022,195059,13730,7.04,7.04,True,True,Match
HINDALCO,Mar 2023,223202,10097,4.52,4.52,True,True,Match
HINDALCO,Mar 2024,215962,10155,4.7,4.7,True,True,Match
HINDALCO,TTM,224018,12488,,5.57,False,False,Source unavailable
HINDUNILVR,Mar 2013,27004,3839,14.22,14.22,True,True,Match
HINDUNILVR,Mar 2014,29234,3956,13.53,13.53,True,True,Match
HINDUNILVR,Mar 2015,31972,4376,13.69,13.69,True,True,Match
HINDUNILVR,Mar 2016,32186,4151,12.9,12.9,True,True,Match
HINDUNILVR,Mar 2017,33162,4490,13.54,13.54,True,True,Match
HINDUNILVR,Mar 2018,35545,5227,14.71,14.71,True,True,Match
HINDUNILVR,Mar 2019,39310,6060,15.42,15.42,True,True,Match
HINDUNILVR,Mar 2020,39783,6756,16.98,16.98,True,True,Match
HINDUNILVR,Mar 2021,47028,7999,17.01,17.01,True,True,Match
HINDUNILVR,Mar 2022,52446,8892,16.95,16.95,True,True,Match
HINDUNILVR,Mar 2023,60580,10143,16.74,16.74,True,True,Match
HINDUNILVR,Mar 2024,61896,10282,16.61,16.61,True,True,Match
HINDUNILVR,TTM,62661,10757,,17.17,False,False,Source unavailable
ICICIBANK,Mar 2013,44885,10130,22.57,22.57,True,True,Match
ICICIBANK,Mar 2014,49479,11677,23.6,23.6,True,True,Match
ICICIBANK,Mar 2015,54964,12942,23.55,23.55,True,True,Match
ICICIBANK,Mar 2016,59294,10927,18.43,18.43,True,True,Match
ICICIBANK,Mar 2017,60940,11340,18.61,18.61,True,True,Match
ICICIBANK,Mar 2018,62162,9100,14.64,14.64,True,True,Match
ICICIBANK,Mar 2019,71982,5689,7.9,7.9,True,True,Match
ICICIBANK,Mar 2020,84836,11225,13.23,13.23,True,True,Match
ICICIBANK,Mar 2021,89163,20364,22.84,22.84,True,True,Match
ICICIBANK,Mar 2022,95407,26538,27.82,27.82,True,True,Match
ICICIBANK,Mar 2023,121067,35461,29.29,29.29,True,True,Match
ICICIBANK,Mar 2024,159516,46081,28.89,28.89,True,True,Match
ICICIBANK,TTM,180551,52416,,29.03,False,False,Source unavailable
ICICIGI,Mar 2013,4012,353,8.799999999999999,8.8,True,True,Match
ICICIGI,Mar 2014,4352,520,11.95,11.95,True,True,Match
ICICIGI,Mar 2015,4234,585,13.82,13.82,True,True,Match
ICICIGI,Mar 2016,6033,507,8.4,8.4,True,True,Match
ICICIGI,Mar 2017,7520,702,9.34,9.34,True,True,Match
ICICIGI,Mar 2018,6912,862,12.47,12.47,True,True,Match
ICICIGI,Mar 2019,11163,1049,9.4,9.4,True,True,Match
ICICIGI,Mar 2020,11517,1194,10.37,10.37,True,True,Match
ICICIGI,Mar 2021,12161,1473,12.11,12.11,True,True,Match
ICICIGI,Mar 2022,16026,1271,7.93,7.93,True,True,Match
ICICIGI,Mar 2023,17876,1729,9.67,9.67,True,True,Match
ICICIGI,Mar 2024,20487,1919,9.370000000000001,9.37,True,True,Match
ICICIGI,TTM,23301,2518,,10.81,False,False,Source unavailable
ICICIPRULI,Mar 2013,20025,1515,7.57,7.57,True,True,Match
ICICIPRULI,Mar 2014,21888,1561,7.13,7.13,True,True,Match
ICICIPRULI,Mar 2015,34453,1640,4.760000000000001,4.76,True,True,Match
ICICIPRULI,Mar 2016,20849,1650,7.91,7.91,True,True,Match
ICICIPRULI,Mar 2017,37816,1682,4.45,4.45,True,True,Match
ICICIPRULI,Mar 2018,38832,1619,4.17,4.17,True,True,Match
ICICIPRULI,Mar 2019,41463,1139,2.75,2.75,True,True,Match
ICICIPRULI,Mar 2020,21025,1067,5.07,5.07,True,True,Match
ICICIPRULI,Mar 2021,83182,956,1.15,1.15,True,True,Match
ICICIPRULI,Mar 2022,63564,759,1.19,1.19,True,True,Match
ICICIPRULI,Mar 2023,50478,813,1.61,1.61,True,True,Match
ICICIPRULI,Mar 2024,90307,851,0.9400000000000001,0.94,True,True,Match
ICICIPRULI,TTM,77572,974,,1.26,False,False,Source unavailable
INDUSINDBK,Mar 2013,6983,1061,15.19,15.19,True,True,Match
INDUSINDBK,Mar 2014,8254,1408,17.06,17.06,True,True,Match
INDUSINDBK,Mar 2015,9692,1794,18.51,18.51,True,True,Match
INDUSINDBK,Mar 2016,11872,2286,19.26,19.26,True,True,Match
INDUSINDBK,Mar 2017,14406,2868,19.91,19.91,True,True,Match
