id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,total_assets,asset_turnover,asset_turnover_calculated,asset_turnover_match
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1006,PNB,Mar 2015,48710,18760,,,6175,31343,384,4397,24.0,3525,18.0,18.0,19035,2.559,2.56,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1007,PNB,Mar 2016,50804,27453,,,6100,34331,413,-5293,-31.0,-3510,-19.0,-2.0,29671,1.7122,1.71,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1008,PNB,Mar 2017,48058,22533,,,9168,32722,430,1540,41.0,1239,6.0,0.0,42960,1.1187,1.12,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1009,PNB,Mar 2018,48725,43345,,,8883,33530,581,-19849,-37.0,-12111,-44.0,0.0,63018,0.7732,0.77,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1010,PNB,Mar 2019,52147,39645,,,7367,34656,584,-15370,-35.0,-9550,-21.0,0.0,83750,0.6227,0.62,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1011,PNB,Mar 2020,54918,25867,,,9388,36997,614,827,56.0,485,1.0,0.0,78874,0.6963,0.7,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1012,PNB,Mar 2021,81935,38601,,,12777,50805,982,4325,38.0,2695,2.0,0.0,71333,1.1486,1.15,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
1013,PNB,Mar 2022,76242,36026,,,12329,46823,896,4826,19.0,3908,4.0,18.0,65649,1.1614,1.16,True
